bp	wp	player	move	reaction_time	player_id	16
4206636	6452953104	Black	11	19	385	16
4208684	6452953104	White	10	1	1	16
4208684	6452954128	Black	29	17	377	16
4241452	6452954128	White	29	21	335	16
4241452	7526695952	Black	29	2	21	16
8594176044	7526695952	White	29	19	284	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	4096	Black	23	12	399	16
1056768	4096	White	29	14	400	16
1056768	2101248	Black	3	9	400	16
1074798592	2101248	White	29	12	392	16
1074798592	6295552	Black	32	15	400	16
1074799616	6295552	White	0	1	1	16
1074799616	6295553	Black	2	12	400	16
3222283264	6295553	White	29	5	61	16
3222283264	4301262849	Black	2	21	391	16
3222283268	4301262849	White	29	3	31	16
3222283268	4309651457	Black	24	22	388	16
3239060484	4309651457	White	29	6	38	16
3239060484	4309667841	Black	5	22	351	16
3239060516	4309667841	White	29	12	113	16
3239060516	4309667857	Black	29	3	26	16
3775931428	4309667857	White	11	1	1	16
3775931428	4309669905	Black	28	1	1	16
3910149156	4309669905	White	28	1	1	16
3910149156	4578105361	Black	6	16	269	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	8388608	Black	12	14	400	16
4198400	8388608	White	32	9	316	16
4198400	8388624	Black	14	10	394	16
1077940224	8388624	White	32	5	128	16
1077940224	8388688	Black	32	7	189	16
1077940256	8388688	White	21	7	144	16
1077940256	8421456	Black	21	7	147	16
5372907552	8421456	White	2	1	1	16
5372907552	8421460	Black	31	4	41	16
7520391200	8421460	White	33	1	1	16
7520391200	8598356052	Black	29	1	1	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	16384	Black	21	14	399	16
16785408	16384	White	23	10	385	16
16785408	4210688	Black	32	8	400	16
16785472	4210688	White	33	18	379	16
16785472	4243456	Black	5	11	400	16
16785504	4243456	White	29	6	140	16
16785504	4243584	Black	23	13	400	16
25174112	4243584	White	25	5	83	16
25174112	37798016	Black	3	4	52	16
25239648	37798016	White	32	6	155	16
25239648	4332765312	Black	3	5	34	16
8615174240	4332765312	White	3	1	1	16
8615174240	4332765320	Black	2	17	393	16
8617271392	4332765320	White	29	1	1	16
8617271392	4869636232	Black	2	20	391	16
10764755040	4869636232	White	12	17	389	16
10764755040	4869638280	Black	2	18	351	16
10764755044	4869638280	White	19	17	296	16
10764755044	5003856008	Black	19	16	309	16
10765279332	5003856008	White	18	15	244	16
10765279332	6077597832	Black	28	14	160	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	4096	Black	23	12	399	16
8396800	4096	White	3	8	396	16
8396800	8589938688	Black	22	13	399	16
10493952	8589938688	White	22	3	32	16
10493952	8594132992	Black	31	11	400	16
10493984	8594132992	White	29	1	1	16
10493984	9131003904	Black	32	17	400	16
10494048	9131003904	White	32	5	110	16
10494048	9131003920	Black	32	26	395	16
10494176	9131003920	White	8	3	13	16
10494176	9131004176	Black	15	24	263	16
10526944	9131004176	White	31	3	24	16
10526944	11278487824	Black	14	20	115	16
4305494240	11278487824	White	14	1	1	16
4305494240	11278504208	Black	20	20	347	16
4339048672	11278504208	White	35	3	21	16
4339048672	45638242576	Black	20	18	326	16
21518917856	45638242576	White	16	3	18	16
21518917856	45638308112	Black	28	16	313	16
21586026720	45638308112	White	24	1	1	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	16384	Black	21	14	399	16
16785408	16384	White	23	10	385	16
16785408	4210688	Black	32	8	400	16
16785472	4210688	White	33	18	379	16
16785472	4243456	Black	5	11	400	16
16785504	4243456	White	29	6	140	16
16785504	4243584	Black	23	13	400	16
18882656	4243584	White	29	1	1	16
18882656	541114496	Black	3	25	389	16
18882664	541114496	White	4	1	1	16
18882664	541114512	Black	12	24	368	16
27271272	541114512	White	33	1	1	16
27271272	9131049104	Black	12	22	351	16
60825704	9131049104	White	26	1	1	16
60825704	9198157968	Black	12	20	150	16
60827752	9198157968	White	12	3	20	16
60827752	9198162064	Black	31	18	244	16
2208311400	9198162064	White	1	1	1	16
2208311400	9198162066	Black	16	16	242	16
2208835688	9198162066	White	20	3	16	16
2208835688	9199210642	Black	27	13	47	16
2477271144	9199210642	White	27	6	9	16
0	0	Black	22	12	400	16
256	0	White	32	11	399	16
256	65536	Black	13	10	400	16
131328	65536	White	26	12	378	16
131328	67174400	Black	13	10	400	16
131392	67174400	White	7	10	400	16
131392	83951616	Black	7	10	399	16
131520	83951616	White	5	1	1	16
131520	83951648	Black	23	12	400	16
164288	83951648	White	23	15	400	16
164288	92340256	Black	25	16	282	16
33718720	92340256	White	33	16	400	16
33718720	92356640	Black	32	12	238	16
4328686016	92356640	White	33	23	375	16
4328686016	92356656	Black	34	8	105	16
4332880320	92356656	White	34	21	380	16
0	0	Black	22	12	400	16
16384	0	White	22	8	398	16
16384	256	Black	13	13	400	16
4210688	256	White	12	6	397	16
4210688	320	Black	13	7	388	16
4218880	320	White	12	3	63	16
4218880	352	Black	7	10	350	16
4219008	352	White	12	3	50	16
4219008	368	Black	3	8	320	16
4219016	368	White	12	4	86	16
4219016	8589934960	Black	12	3	51	16
4223112	8589934960	White	11	1	1	16
4223112	9663676784	Black	11	1	1	16
0	0	Black	22	12	400	16
524288	0	White	11	10	398	16
524288	1048576	Black	13	8	400	16
134742016	1048576	White	11	10	395	16
134742016	1050624	Black	29	18	400	16
134742020	1050624	White	28	12	396	16
134742020	1051648	Black	13	19	395	16
134746116	1051648	White	30	18	399	16
134746116	1051649	Black	30	20	397	16
1208487940	1051649	White	3	7	231	16
1208487940	3148801	Black	31	19	399	16
1745358852	3148801	White	28	1	1	16
1745358852	271584257	Black	32	12	104	16
6040326148	271584257	White	31	1	1	16
6040326148	2419067905	Black	22	1	2	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	32	Black	14	12	400	16
12288	32	White	11	3	67	16
12288	16416	Black	30	13	400	16
8400896	16416	White	3	11	287	16
8400896	16424	Black	4	23	400	16
8400912	16424	White	22	7	198	16
8400912	4210728	Black	30	23	398	16
1082142736	4210728	White	10	7	271	16
1082142736	4276264	Black	10	7	194	16
1083191312	4276264	White	28	3	26	16
1083191312	272711720	Black	10	5	32	16
1083192336	272711720	White	11	1	1	16
1083192336	272711721	Black	11	1	1	16
0	0	Black	22	12	400	16
33554432	0	White	24	13	400	16
33554432	16384	Black	32	11	400	16
41943040	16384	White	24	3	38	16
41943040	16793600	Black	13	15	399	16
17221812224	16793600	White	7	9	140	16
17221812224	16859136	Black	15	14	398	16
21516779520	16859136	White	33	4	46	16
21516779520	8606793728	Black	15	15	400	16
21516812288	8606793728	White	5	11	235	16
21516812288	10754277376	Black	22	16	400	16
55876550656	10754277376	White	5	1	1	16
55876550656	10754277408	Black	4	17	395	16
55880744960	10754277408	White	21	22	384	16
55880744960	10754281504	Black	13	21	395	16
55880753152	10754281504	White	21	21	389	16
55880753152	10754281512	Black	4	20	357	16
55882850304	10754281512	White	20	1	1	16
55882850304	10755330088	Black	4	18	381	16
55882850320	10755330088	White	29	17	284	16
55882850320	10755331112	Black	28	16	320	16
56956592144	10755331112	White	29	15	174	16
56956592144	10755333160	Black	9	10	92	16
56956592656	10755333160	White	29	13	84	16
56956592656	10755857448	Black	27	12	131	16
57090810384	10755857448	White	29	11	90	16
57090810384	11292728360	Black	2	10	82	16
57090810388	11292728360	White	1	9	124	16
57090810388	11292728362	Black	28	8	41	16
57359245844	11292728362	White	26	7	48	16
57359245844	11292990506	Black	26	6	37	16
57426354708	11292990506	White	8	5	21	16
57426354708	11292990762	Black	0	4	18	16
57426354836	11292990762	White	17	3	8	16
0	0	Black	22	12	400	16
2097152	0	White	20	11	398	16
2097152	4194304	Black	13	11	400	16
2101248	4194304	White	30	9	369	16
2101248	1077936128	Black	14	11	400	16
2117632	1077936128	White	13	4	37	16
2117632	1077944320	Black	4	12	400	16
2117648	1077944320	White	3	19	390	16
2117648	9667878912	Black	3	18	399	16
3166224	9667878912	White	28	3	8	16
3166224	9667878920	Black	28	3	4	16
0	0	Black	22	12	400	16
16777216	0	White	23	9	394	16
16777216	4194304	Black	32	14	400	16
4311744512	4194304	White	16	8	390	16
4311744512	4259840	Black	14	11	399	16
4311760896	4259840	White	23	8	257	16
4311760896	4259856	Black	33	9	330	16
4320149504	4259856	White	5	1	1	16
4320149504	4259888	Black	3	20	400	16
4320157696	4259888	White	12	3	28	16
4320157696	4259896	Black	12	2	27	16
4320157760	4259896	White	2	21	395	16
4320157760	4292664	Black	2	24	389	16
4320157764	4292664	White	11	22	396	16
4320157764	37847096	Black	35	22	368	16
38679896132	37847096	White	12	21	393	16
38679896132	17217716280	Black	7	20	348	16
38679896260	17217716280	White	12	19	396	16
38679896260	17217720376	Black	30	18	348	16
38680944836	17217720376	White	29	17	136	16
38680944836	17219817528	Black	30	16	321	16
39217815748	17219817528	White	11	1	1	16
39217815748	17219819576	Black	30	14	71	16
41365299396	17219819576	White	30	1	1	16
0	0	Black	22	12	400	16
16384	0	White	22	8	398	16
16384	8192	Black	22	10	400	16
4210688	8192	White	32	7	392	16
4210688	8224	Black	21	11	397	16
12599296	8224	White	21	3	63	16
12599296	2105376	Black	29	16	400	16
549470208	2105376	White	24	9	223	16
549470208	2105440	Black	4	23	400	16
549470224	2105440	White	24	3	28	16
549470224	18882656	Black	12	21	399	16
549474320	18882656	White	20	7	191	16
549474320	8608817248	Black	15	20	387	16
549507088	8608817248	White	20	7	134	16
549507088	12903784544	Black	28	14	135	16
550555664	12903784544	White	28	1	1	16
550555664	15051268192	Black	28	2	2	16
0	0	Black	22	12	400	16
34359738368	0	White	5	9	393	16
34359738368	8192	Black	33	10	400	16
34393292800	8192	White	5	12	399	16
34393292800	4202496	Black	33	11	397	16
34393325568	4202496	White	5	1	1	16
34393325568	4202528	Black	33	6	372	16
34393341952	4202528	White	16	14	244	16
34393341952	4202544	Black	31	6	131	16
34393407488	4202544	White	17	1	1	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	8192	Black	30	11	400	16
6291456	8192	White	20	3	67	16
6291456	8396800	Black	3	18	400	16
6295552	8396800	White	20	10	225	16
6295552	8396808	Black	33	10	400	16
8596230144	8396808	White	20	9	262	16
8596230144	8413192	Black	32	8	104	16
12891197440	8413192	White	2	1	1	16
12891197440	8478728	Black	2	4	13	16
0	0	Black	22	12	400	16
16777216	0	White	23	9	394	16
16777216	2097152	Black	23	11	396	16
25165824	2097152	White	25	6	153	16
25165824	2105344	Black	25	3	33	16
29360128	2105344	White	25	1	1	16
29360128	35659776	Black	30	14	396	16
29360160	35659776	White	14	7	139	16
29360160	35676160	Black	12	15	400	16
29364256	35676160	White	32	17	259	16
29364256	4330643456	Black	30	13	400	16
29364264	4330643456	White	4	4	31	16
29364264	4330643460	Black	6	20	242	16
29364280	4330643460	White	6	1	1	16
29364280	4330643524	Black	11	22	387	16
30412856	4330643524	White	28	1	1	16
30412856	4599078980	Black	30	20	307	16
1104154680	4599078980	White	19	19	397	16
1104154680	4599080004	Black	19	18	368	16
1104678968	4599080004	White	18	17	272	16
1104678968	4599112772	Black	16	16	383	16
1104744504	4599112772	White	18	15	388	16
1104744504	4733330500	Black	18	14	378	16
1171853368	4733330500	White	18	13	273	16
1171853368	39093068868	Black	18	12	238	16
9761787960	39093068868	White	18	11	135	16
9761787960	41240552516	Black	17	10	176	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	16777216	Black	12	17	398	16
12288	16777216	White	14	3	75	16
12288	16793600	Black	11	15	382	16
2109440	16793600	White	11	7	281	16
2109440	16793616	Black	34	26	397	16
17181978624	16793616	White	11	9	115	16
17181978624	16793624	Black	5	26	396	16
17181978656	16793624	White	29	1	1	16
17181978656	16793626	Black	29	1	1	16
0	0	Black	22	12	400	16
33554432	0	White	24	13	400	16
33554432	4194304	Black	23	10	400	16
33587200	4194304	White	5	14	395	16
33587200	6291456	Black	5	13	383	16
34393325568	6291456	White	5	1	1	16
34393325568	6291488	Black	23	10	367	16
34393341952	6291488	White	13	3	59	16
34393341952	7340064	Black	16	2	29	16
34401730560	7340064	White	19	16	280	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	134217728	Black	23	10	400	16
4202496	134217728	White	31	8	306	16
4202496	134742016	Black	23	6	398	16
6299648	134742016	White	11	5	323	16
6299648	134744064	Black	3	7	320	16
6299656	134744064	White	23	3	46	16
6299656	1208485888	Black	23	3	29	16
14688264	1208485888	White	24	1	1	16
14688264	1225263104	Black	33	1	1	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	4194304	Black	12	11	400	16
12288	4194304	White	11	3	67	16
12288	6291456	Black	14	4	81	16
28672	6291456	White	11	1	1	16
28672	6293504	Black	15	1	1	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	2097152	Black	14	16	397	16
12288	2097152	White	11	3	67	16
12288	2099200	Black	31	16	393	16
28672	2099200	White	15	1	1	16
28672	2131968	Black	31	23	399	16
2147512320	2131968	White	22	7	135	16
2147512320	6326272	Black	23	17	400	16
2148560896	6326272	White	4	13	370	16
2148560896	23103488	Black	23	24	394	16
2156949504	23103488	White	32	5	100	16
2156949504	8613038080	Black	6	24	398	16
2156949568	8613038080	White	4	11	108	16
2156949568	8881473536	Black	5	5	43	16
2156949584	8881473536	White	5	3	24	16
2156949584	8881473568	Black	3	20	388	16
2190504016	8881473568	White	16	19	398	16
2190504016	8881997856	Black	1	18	314	16
2190505040	8881997856	White	27	17	396	16
2190505040	9016215584	Black	3	16	250	16
3264246864	9016215584	White	0	6	12	16
0	0	Black	22	12	400	16
16384	0	White	22	8	398	16
16384	4096	Black	15	14	400	16
16400	4096	White	24	10	391	16
16400	2101248	Black	24	8	342	16
16793616	2101248	White	34	1	1	16
16793616	17181970432	Black	32	7	385	16
16793624	17181970432	White	2	4	103	16
16793624	17181970464	Black	13	16	390	16
16793628	17181970464	White	1	1	1	16
16793628	17181970466	Black	13	26	387	16
16801820	17181970466	White	15	8	217	16
16801820	17181972514	Black	31	7	119	16
2164285468	17181972514	White	22	1	1	16
2164285468	17186166818	Black	15	7	121	16
10754220060	17186166818	White	23	3	22	16
10754220060	17194555426	Black	20	20	311	16
10755268636	17194555426	White	15	3	22	16
10755268636	17194588194	Black	32	18	308	16
11829010460	17194588194	White	32	1	1	16
11829010460	21489555490	Black	10	16	243	16
12097445916	21489555490	White	29	1	1	16
12097445916	21489556514	Black	29	6	10	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	16384	Black	21	15	400	16
12582912	16384	White	21	3	61	16
12582912	16793600	Black	4	11	391	16
12591104	16793600	White	20	9	238	16
12591104	16793616	Black	34	19	396	16
17192460288	16793616	White	20	7	165	16
17192460288	16826384	Black	33	6	117	16
25782394880	16826384	White	3	3	39	16
25782394880	16891920	Black	3	1	1	16
0	0	Black	22	12	400	16
2147483648	0	White	29	9	278	16
2147483648	4194304	Black	30	9	400	16
2155872256	4194304	White	15	8	397	16
2155872256	4227072	Black	13	11	400	16
2155880448	4227072	White	33	6	252	16
2155880448	4243456	Black	30	8	321	16
10745815040	4243456	White	3	1	1	16
10745815040	4243464	Black	32	3	31	16
15040782336	4243464	White	30	1	1	16
15040782336	1077985288	Black	34	1	1	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	32	Black	14	12	400	16
4202496	32	White	12	8	392	16
4202496	48	Black	3	10	399	16
12591104	48	White	21	3	65	16
12591104	16777264	Black	3	9	133	16
12591112	16777264	White	33	3	59	16
12591112	16793648	Black	33	4	6	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	8192	Black	30	11	400	16
4210688	8192	White	32	7	392	16
4210688	8396800	Black	3	11	400	16
4210752	8396800	White	30	1	1	16
4210752	1082138624	Black	5	15	400	16
8594145344	1082138624	White	24	7	152	16
8594145344	1082138632	Black	24	7	136	16
8594178112	1082138632	White	24	1	1	16
8594178112	1098915848	Black	5	19	396	16
8594243648	1098915848	White	17	1	1	16
8594243648	1099046920	Black	5	22	399	16
8596340800	1099046920	White	20	20	396	16
8596340800	1132601352	Black	26	21	390	16
8663449664	1132601352	White	20	21	380	16
8663449664	3280085000	Black	32	20	386	16
12958416960	3280085000	White	20	19	371	16
12958416960	3280085004	Black	20	18	354	16
30138286144	3280085004	White	35	3	18	16
30138286144	37639823372	Black	1	16	273	16
30138286160	37639823372	White	20	15	210	16
30138286160	37639823374	Black	0	14	316	16
30138286161	37639823374	White	20	13	187	16
30138286161	37639824398	Black	28	12	194	16
30138810449	37639824398	White	20	1	1	16
30138810449	37640872974	Black	11	10	132	16
30273028177	37640872974	White	29	9	112	16
30273028177	37640875022	Black	29	2	9	16
30809899089	37640875022	White	12	7	24	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	2097152	Black	14	16	397	16
4202496	2097152	White	12	9	393	16
4202496	2149580800	Black	14	15	400	16
4204544	2149580800	White	12	3	32	16
4204544	2149584896	Black	30	11	400	16
4204552	2149584896	White	2	17	398	16
4204552	2150109184	Black	23	15	397	16
12593160	2150109184	White	33	1	1	16
12593160	10740043776	Black	30	13	397	16
12625928	10740043776	White	14	25	344	16
12625928	15035011072	Black	34	2	25	16
17192495112	15035011072	White	30	23	357	16
0	0	Black	22	12	400	16
2097152	0	White	20	11	398	16
2097152	8388608	Black	20	12	400	16
2149580800	8388608	White	11	10	388	16
2149580800	12582912	Black	11	14	392	16
2149582848	12582912	White	1	1	1	16
2149582848	12591104	Black	1	1	1	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	8388608	Black	12	14	400	16
4202496	8388608	White	31	8	396	16
4202496	2155872256	Black	12	14	400	16
4206592	2155872256	White	11	3	83	16
4206592	2155905024	Black	7	18	396	16
4206720	2155905024	White	11	3	30	16
4206720	2155921408	Black	5	15	396	16
4299174016	2155921408	White	2	1	1	16
4299174016	2155921412	Black	11	16	398	16
4300222592	2155921412	White	21	9	223	16
4300222592	2155986948	Black	17	24	384	16
4300353664	2155986948	White	21	9	146	16
4300353664	2155986964	Black	21	22	372	16
21480222848	2155986964	White	21	21	380	16
21480222848	10745921556	Black	21	20	337	16
21482320000	10745921556	White	19	1	1	16
21482320000	10746445844	Black	3	18	285	16
21482320032	10746445844	White	29	1	1	16
21482320032	11283316756	Black	6	16	240	16
21482322080	11283316756	White	10	1	1	16
21482322080	11283317780	Black	28	14	221	16
21750757536	11283317780	White	6	13	215	16
21750757536	11283317844	Black	24	12	140	16
21767534752	11283317844	White	27	11	165	16
21767534752	11283317852	Black	1	10	91	16
21767534754	11283317852	White	27	9	119	16
21767534754	11283317853	Black	27	8	65	16
56127273122	11283317853	White	26	7	32	16
0	0	Black	22	12	400	16
8388608	0	White	31	8	400	16
8388608	8192	Black	24	10	400	16
8421376	8192	White	31	12	387	16
8421376	4202496	Black	5	12	392	16
2155905024	4202496	White	7	1	1	16
2155905024	4202624	Black	32	16	400	16
2155921408	4202624	White	32	7	254	16
2155921408	4202656	Black	6	19	400	16
6450888704	4202656	White	30	4	51	16
6450888704	6299808	Black	29	12	129	16
15040823296	6299808	White	34	3	26	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	2097152	Black	14	16	397	16
24576	2097152	White	12	3	69	16
24576	2099200	Black	15	4	64	16
57344	2099200	White	16	1	1	16
57344	2164736	Black	12	1	1	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	4096	Black	23	16	400	16
12582912	4096	White	21	4	54	16
12582912	6144	Black	21	3	65	16
29360128	6144	White	21	1	1	16
29360128	2103296	Black	25	1	1	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	8192	Black	30	11	400	16
12582912	8192	White	21	3	59	16
12582912	16785408	Black	12	11	400	16
12587008	16785408	White	32	9	249	16
12587008	16785412	Black	30	12	398	16
13635584	16785412	White	21	1	1	16
13635584	16785420	Black	21	3	23	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	16384	Black	21	15	400	16
12582912	16384	White	21	3	61	16
12582912	2113536	Black	31	16	399	16
12587008	2113536	White	24	10	393	16
12587008	4297080832	Black	11	14	397	16
12589056	4297080832	White	24	6	110	16
12589056	4297081856	Black	24	17	400	16
12589072	4297081856	White	20	12	155	16
12589072	4297090048	Black	28	20	391	16
13637648	4297090048	White	28	1	1	16
13637648	4565525504	Black	5	23	392	16
550508560	4565525504	White	2	1	1	16
550508560	4565525508	Black	24	16	386	16
551032848	4565525508	White	24	21	347	16
551032848	4699743236	Black	24	20	397	16
567810064	4699743236	White	25	1	1	16
567810064	4733297668	Black	15	18	376	16
567842832	4733297668	White	6	8	48	16
567842832	4733297732	Black	31	16	313	16
2715326480	4733297732	White	7	10	16	16
0	0	Black	22	12	400	16
8388608	0	White	31	8	400	16
8388608	16	Black	24	13	400	16
8396800	16	White	33	10	393	16
8396800	24	Black	5	9	341	16
8396804	24	White	22	9	396	16
8396804	4120	Black	30	11	400	16
8429572	4120	White	14	10	248	16
8429572	2101272	Black	30	6	93	16
1082171396	2101272	White	14	9	209	16
1082171396	3149848	Black	28	4	52	16
1086365700	3149848	White	28	16	353	16
0	0	Black	22	12	400	16
16	0	White	3	10	400	16
16	4194304	Black	12	9	400	16
24	4194304	White	2	5	83	16
24	4194308	Black	12	10	400	16
4120	4194308	White	30	8	299	16
4120	5242884	Black	21	17	392	16
2101272	5242884	White	30	1	1	16
2101272	1078984708	Black	11	17	382	16
2102296	1078984708	White	11	6	46	16
2102296	1078986756	Black	29	20	399	16
538973208	1078986756	White	5	8	42	16
538973208	1078994948	Black	6	20	400	16
538973240	1078994948	White	6	1	1	16
538973240	1078995012	Black	14	21	400	16
538989624	1078995012	White	23	20	394	16
538989624	1087383620	Black	24	20	390	16
555766840	1087383620	White	34	1	1	16
555766840	18267252804	Black	28	18	390	16
4850734136	18267252804	White	28	17	346	16
4850734136	18267285572	Black	31	16	361	16
4850799672	18267285572	White	8	1	1	16
4850799672	18267285828	Black	31	14	311	16
4851323960	18267285828	White	28	13	283	16
4851323960	20414769476	Black	7	12	148	16
4851324088	20414769476	White	28	11	148	16
4851324088	54774507844	Black	28	10	92	16
4851324090	54774507844	White	28	1	1	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	16	Black	21	10	400	16
2105344	16	White	5	8	384	16
2105344	48	Black	3	11	374	16
2105352	48	White	23	7	176	16
2105352	4144	Black	23	9	184	16
10493960	4144	White	22	3	59	16
10493960	8589938736	Black	22	3	29	16
14688264	8589938736	White	20	1	1	16
14688264	8590987312	Black	24	1	2	16
0	0	Black	22	12	400	16
16	0	White	3	10	400	16
16	4194304	Black	12	9	400	16
24	4194304	White	2	5	83	16
24	4210688	Black	2	5	77	16
56	4210688	White	2	1	1	16
56	4210692	Black	6	1	1	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	4096	Black	23	12	399	16
16785408	4096	White	22	9	388	16
16785408	4198400	Black	32	10	392	16
17833984	4198400	White	32	10	399	16
17833984	4299165696	Black	2	13	399	16
17833988	4299165696	White	29	17	390	16
17833988	5372907520	Black	31	11	399	16
2165317636	5372907520	White	11	27	380	16
2165317636	5372923904	Black	6	16	398	16
2165317700	5372923904	White	33	13	155	16
2165317700	5381312512	Black	5	24	331	16
2165317732	5381312512	White	11	7	159	16
2165317732	5383409664	Black	3	22	293	16
2165317748	5383409664	White	3	1	1	16
0	0	Black	22	12	400	16
16	0	White	3	10	400	16
16	2097152	Black	14	12	400	16
24	2097152	White	2	4	78	16
24	2097156	Black	5	14	400	16
56	2097156	White	6	1	1	16
56	2097220	Black	14	12	400	16
16440	2097220	White	23	9	317	16
16440	10485828	Black	22	19	400	16
4210744	10485828	White	13	7	130	16
4210744	10494020	Black	15	16	400	16
2151694392	10494020	White	29	20	396	16
2151694392	44048452	Black	24	24	361	16
6446661688	44048452	White	30	3	25	16
6446661688	1117790276	Black	34	10	37	16
6463438904	1117790276	White	34	1	1	16
6463438904	18297659460	Black	16	20	353	16
6463504440	18297659460	White	15	3	20	16
6463504440	18297659716	Black	15	18	353	16
6463506488	18297659716	White	15	17	287	16
6463506488	18298184004	Black	15	16	333	16
6464555064	18298184004	White	15	15	228	16
0	0	Black	22	12	400	16
2097152	0	White	20	11	398	16
2097152	16	Black	22	9	400	16
2099200	16	White	31	9	386	16
2099200	48	Black	3	10	393	16
2099208	48	White	31	7	218	16
2099208	4144	Black	19	7	182	16
3147784	4144	White	19	3	59	16
3147784	4198448	Black	19	5	75	16
3155976	4198448	White	19	8	165	16
3155976	4214832	Black	19	5	92	16
3155980	4214832	White	29	3	26	16
3155980	541085744	Black	1	3	53	16
4298123276	541085744	White	19	5	80	16
4298123276	1614827568	Black	6	7	95	16
4298123340	1614827568	White	19	5	48	16
4298123340	1883263024	Black	31	5	25	16
4432341068	1883263024	White	19	3	20	16
0	0	Black	22	12	400	16
2147483648	0	White	29	9	278	16
2147483648	8192	Black	21	11	400	16
6442450944	8192	White	30	3	67	16
6442450944	1073750016	Black	23	12	400	16
6459228160	1073750016	White	23	8	322	16
6459228160	9663684608	Black	23	10	309	16
6467616768	9663684608	White	22	5	74	16
6467616768	9667878912	Black	14	9	268	16
6467633152	9667878912	White	5	1	1	16
6467633152	9667878944	Black	16	7	124	16
6467665920	9667878944	White	16	5	81	16
6467665920	9667879072	Black	16	3	25	16
6467665984	9667879072	White	26	5	94	16
6467665984	9667944608	Black	25	19	400	16
6501220416	9667944608	White	26	1	1	16
6501220416	9735053472	Black	4	17	400	16
6501220432	9735053472	White	34	1	1	16
6501220432	26914922656	Black	3	18	390	16
6503317584	26914922656	White	20	17	194	16
6503317584	26914924704	Black	20	16	350	16
6503321680	26914924704	White	20	15	184	16
6503321680	26915448992	Black	3	14	278	16
6504370256	26915448992	White	28	6	8	16
0	0	Black	22	12	400	16
4096	0	White	11	10	400	16
4096	2147483648	Black	13	11	400	16
12288	2147483648	White	11	3	67	16
12288	2147485696	Black	23	15	400	16
2109440	2147485696	White	14	8	367	16
2109440	3221227520	Black	32	22	400	16
538980352	3221227520	White	5	1	1	16
538980352	3221227552	Black	22	25	396	16
543174656	3221227552	White	20	4	63	16
543174656	3229616160	Black	20	26	371	16
4838141952	3229616160	White	2	1	1	16
4838141952	3229616164	Black	20	24	392	16
4838158336	3229616164	White	15	1	1	16
4838158336	3229648932	Black	7	22	379	16
4838158464	3229648932	White	20	21	363	16
4838158464	3263203364	Black	35	20	390	16
39197896832	3263203364	White	20	19	335	16
39197896832	3263203428	Black	33	18	294	16
39214674048	3263203428	White	20	5	40	16
39214674048	3263203444	Black	3	16	353	16
39214674056	3263203444	White	33	15	347	16
0	0	Black	22	12	400	16
16	0	White	3	10	400	16
16	8388608	Black	12	11	400	16
48	8388608	White	3	3	106	16
48	12582912	Black	6	3	67	16
56	12582912	White	2	1	1	16
0	0	Black	22	12	400	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	16	Black	12	10	400	16
4194312	16	White	12	8	395	16
4194312	16400	Black	21	18	400	16
6291464	16400	White	23	3	63	16
6291464	8405008	Black	12	9	237	16
6291496	8405008	White	19	11	298	16
6291496	2155888656	Black	12	12	152	16
6299688	2155888656	White	29	3	19	16
6299688	2692759568	Black	30	22	400	16
1080041512	2692759568	White	12	1	1	16
1080041512	2692763664	Black	20	20	400	16
1081090088	2692763664	White	19	1	1	16
1081090088	2693287952	Black	24	19	400	16
5376057384	2693287952	White	15	21	388	16
5376057384	2693320720	Black	7	20	328	16
5376057512	2693320720	White	10	17	369	16
5376057512	2693386256	Black	17	18	219	16
5376188584	2693386256	White	6	17	247	16
5376188584	2710163472	Black	34	16	218	16
22556057768	2710163472	White	6	15	217	16
22556057768	2743717904	Black	26	14	166	16
22623166632	2743717904	White	8	13	147	16
